relation_id,source_id,source_name,source_type,relation_type,relation_label,target_id,target_name,target_type,direction,usage,layer,analytics_enabled,mention_count,document_count,paragraph_count,category_count,evidence_count,evidence_strength,example_text,example_url
rel_9ae303c46474,ent_e1c64dd1765e,世親,BuddhistFigure,person_authors_work,人物创作或撰写作品,ent_da74e6faf91e,俱舍論,Classic,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,西元四、五世紀間，世親菩薩感於當時有部教學在《大毗婆沙論》出現後，變得極為繁瑣，乃參酌經量部學說造《俱舍論》，批判有部傳統教義，為當時印度佛教界帶來震撼，因而研究風氣極盛。,https://books.masterhsingyun.org/ArticleDetail/artcle8758
rel_989f2914933f,ent_0200e9f80c43,世間,PlaceRealm,concept_named_as,概念命名为,ent_0c9855881300,閻浮提,Concept,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,依據佛經的說法，我們所生存的世間叫做「閻浮提」，又稱為「南瞻部洲」，與東勝神洲、北拘盧洲、西牛賀洲，合稱為「四洲」，共同圍繞著「須彌山」。,https://books.masterhsingyun.org/ArticleDetail/artcle6955
rel_f1d6184b6eb8,ent_0200e9f80c43,世間,PlaceRealm,concept_reconciled_with,概念在语境中被说明为可调和,ent_9b939a00b1f2,出世間,Concept,symmetric,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,其實，從佛陀的本懷來看，佛教是在世間而改造世道人心的，中觀學派的觀點，則主張世間與出世間的不二法門，六祖惠能則更提出「佛法在世間，不離世間覺，離世求菩提，恰如覓兔角」之論，人間佛教的研究者和實踐者們公認惠能的觀點是人間佛教的重要思想來源，人間佛教的「入世」品格，可以理解為即入而出，不離世間而求出世間。,https://books.masterhsingyun.org/ArticleDetail/artcle17780
rel_4c0448e30a5d,ent_1244a0f49239,世間法,DoctrineTerm,concept_defined_as,概念定义为,ent_fb92e0f5af32,輪迴,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,了解無常的世間，『生也未曾生，死也未曾死』，世間法就是輪迴，所以最後跳出輪迴，臻至不生不滅。」,https://books.masterhsingyun.org/ArticleDetail/artcle17570
rel_626633e28460,ent_1244a0f49239,世間法,DoctrineTerm,concept_equivalent_to,概念等同或同义,ent_edb83f453adc,入世,Concept,symmetric,core_usable,stable_entity_graph,true,2,1,1,1,2,single_article,佛法分世間法和出世間法，也就是入世和出世，「佛法在世間，不離世間覺，離世求菩提，猶如覓兔角」、「仰止唯佛陀，完成在人格，人成即佛成，是名真現實」，都在說明世間人道未成，怎能完成出世佛道？,https://books.masterhsingyun.org/ArticleDetail/artcle8179
rel_f098fc3a1e62,ent_1244a0f49239,世間法,DoctrineTerm,concept_false_opposition_rejected,反对将两个概念截然对立,ent_931d353cbc62,出世間法,DoctrineTerm,symmetric,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,大師指出佛法是真俗不二的法門，有世間法、出世間法，即俗諦與真諦。⟂S⟂但有些人卻認為佛教只尊重出世間法，鄙視世間法。⟂S⟂六祖惠能說：「佛法在世間，不離世間覺，離世求菩提，猶如覓兔角。」⟂S⟂世間人道未成，怎能完成出世的佛道？⟂S⟂太虛大師說：「仰止唯佛陀，完成在人格，人成即佛成，是名真現實。」⟂S⟂當今佛教衰微的原因，就是過分地忽略了世間資生的問題，急於求證出世的解脫，致使世人詬病我佛教為消極、厭世。⟂S⟂不知大乘佛教的精神，雖然要有出世的思想，但也要先作入世的事業。⟂S⟂這種佛教思想上的偏差，導致了隋唐之後佛教的日趨衰落。⟂S⟂在這一點上，大師覺得有必要向基督教學習，基督教雖有天國的思想，但對人間的事業非常熱心，創辦學校、醫院，賺了大家的錢，大家還說他們好。⟂S⟂佛教提到世間，就認為娑婆似苦海，三界如火宅，把人間形容得像牢獄一般可怕，但誰又不在三界娑婆的人間討生活呢？⟂S⟂「所以，我們佛光人要肯定復興佛教的不二法門，必然是先有入世的事業，然後再求出世的依歸。」⟂S⟂,https://books.masterhsingyun.org/ArticleDetail/artcle17776
rel_034e517731d6,ent_1244a0f49239,世間法,DoctrineTerm,concept_in_tension_with,概念之间存在义理张力,ent_931d353cbc62,出世間法,DoctrineTerm,symmetric,core_usable,stable_entity_graph,true,4,4,4,2,4,multi_article,因此，在世間法裡，身體、感情、金錢隨時都會變化，都在生滅流轉；⟂S⟂但是在出世間法裡，吾人的真如本性則是不變不易的，所以唯有覺性、涅槃、真如、法身，才是不易的真理。,https://books.masterhsingyun.org/ArticleDetail/artcle4974
rel_5d16bc187001,ent_1244a0f49239,世間法,DoctrineTerm,concept_named_as,概念命名为,ent_3f3422049233,有為,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,「欲入無為海，須乘般若船」，佛教稱世間法為「有為法」，出世間法為「無為法」，要想進入無為法的大海，必須搭乘般若智慧的船。,https://books.masterhsingyun.org/ArticleDetail/artcle13456
rel_aac093468a67,ent_1244a0f49239,世間法,DoctrineTerm,concept_reconciled_with,概念在语境中被说明为可调和,ent_931d353cbc62,出世間法,DoctrineTerm,symmetric,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,大師將佛法智慧融入現代經濟與社會理論，創新提出現代版的「佛教經濟學」，平衡世間法與出世間法的需求，他的思想「既在紅塵浪裡，又在孤峰頂上」，充分體現大乘菩薩道圓融出世與入世的精神。,https://books.masterhsingyun.org/ArticleDetail/artcle24093
rel_9ad4edc5f318,ent_1244a0f49239,世間法,DoctrineTerm,doctrinal_entails,义理论证推出,ent_c8db40f7532f,正法,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,這四大宗旨如《現觀莊嚴論》提到：「諸欲饒益眾生者，道智令成世間利。」⟂S⟂《入行論》也說：「佛子不需學，畢竟皆無有，善學若如是，福德焉不至？⟂S⟂直接或間接，所行唯利他。」⟂S⟂眾生需要什麼，自己就得去學什麼，去做什麼，唯有這樣隨順有情的條件與根器，才可能成為眾生的導航，有情的津梁。⟂S⟂若一味地要求：你不能這樣做，你得這樣做……是無法真實利益眾生的。⟂S⟂而菩薩就是有特別善巧的做法，去利益有情。⟂S⟂如同聖天菩薩在《四百論》中說：「世間諸規律，隨彼行名法，是故較於法，世間力尤強。」⟂S⟂任何世間的規律，正法都會隨順；⟂S⟂所以雖然是內道佛弟子，也要看到世間法是具力的，能從眾生相應的世間法一直引導到正法，這之間自然會形成一條落英繽紛的坦途。,https://books.masterhsingyun.org/ArticleDetail/artcle15892
rel_3120192f1201,ent_df5f0e541e60,叢林,Institution,institution_has_facility,机构具有场所设施,ent_27cbc906ccf8,禪堂,PlaceRealm,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,大陸的寺院分成好多種，一種是「十方叢林」，它必須具備五堂功課、鐘鼓齊全，兩序大眾、四大堂口、四十八單職事，禪堂、念佛堂、寫經堂、藏經樓，甚至還有佛學院供人讀書、研究、學習，這就是上等叢林。,https://books.masterhsingyun.org/ArticleDetail/artcle10817
rel_93ba2f81ff91,ent_df5f0e541e60,叢林,Institution,institution_hosts_activity,机构举办活动,ent_2d036e6a1440,供佛,PracticeActivity,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,大陸的叢林都會舉辦供佛齋天，其中有「大齋天」、「小齋天」；,https://books.masterhsingyun.org/ArticleDetail/artcle2396
rel_eba96b8ae39d,ent_df5f0e541e60,叢林,Institution,institution_serves_group,机构服务或利益群体,ent_ad803c7745ff,比丘,RoleTitle,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,答：大部分的叢林只提供給比丘掛單，女眾叢林才提供給比丘尼掛單。,https://books.masterhsingyun.org/ArticleDetail/artcle2207
rel_7da85b8e8a4d,ent_03f94bb3374b,中道觀,DoctrineTerm,concept_defined_as,概念定义为,ent_259eb7544339,真俗不二,Concept,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,故知，大師的中道觀是從「般若實相」出發，既能不偏於唯心，亦不偏於唯色，是「色心並舉」、即真即俗的「真俗不二」觀。⟂S⟂因此，對於過去常有人質疑人間佛教多是事業與活動的世俗法；,https://books.masterhsingyun.org/ArticleDetail/artcle24161
rel_23d162746bb0,ent_c891e9a4c73a,中阿含經,Classic,classic_records_person,经典记载人物,ent_62cf8ccca072,佛陀,BuddhistFigure,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,佛陀在《中阿含經》說了一則《一夜賢者經》，可做為我們的指引：,https://books.masterhsingyun.org/ArticleDetail/artcle272
rel_4283c5181e2c,ent_9376ef468dea,臨濟宗,SchoolTradition,returns_to_origin_or_continues_spirit,回归源头或延续精神,ent_62cf8ccca072,佛陀,BuddhistFigure,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,所以，希望我們臨濟宗的子孫，在佛門裡要保持過去光榮的歷史，我們為了佛陀靈山會上一脈相承，到臨濟祖師「臨濟兒孫滿天下」的榮譽，我們再接再厲，光大門風，為臨濟兒孫爭取更多對佛法的貢獻。,https://books.masterhsingyun.org/ArticleDetail/artcle10917
rel_2dcdf8c8340a,ent_b9cda30eab9c,了義經,Classic,classic_states_or_mentions_doctrine,经典陈述或提及教义,ent_d3f056613b45,唯識,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,又譯有《相續解脫如來所作隨順處了義經》，一卷，是唐譯本〈如來成所作事品〉第八的別譯。 ⟂P⟂ 此經可說是唯識思想的源流，內容分為八品，除〈序品〉外，餘七品，可依佛說四教來理解本經的真實義趣所在。,https://books.masterhsingyun.org/ArticleDetail/artcle7579
rel_972e7cb51a47,ent_59887c98de06,二種法身,DoctrineTerm,concept_defined_as,概念定义为,ent_17940d8b060e,智法身,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,二種法身，即是理法身與智法身。,https://books.masterhsingyun.org/ArticleDetail/artcle2169
rel_480238b332ff,ent_2c7b3c954dca,二門,DoctrineTerm,concept_has_subconcept,概念包含下位概念,ent_60e6839f67f5,心生滅門,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,有時候，我們的心中還有出世間法的道理。⟂S⟂所以《大乘起信論》講「一心開二門」：心生滅門、心真如門；,https://books.masterhsingyun.org/ArticleDetail/artcle4049
rel_d9e5ea74a7ad,ent_2c7b3c954dca,二門,DoctrineTerm,concept_has_subconcept,概念包含下位概念,ent_b440551c51d6,心真如門,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,有時候，我們的心中還有出世間法的道理。⟂S⟂所以《大乘起信論》講「一心開二門」：心生滅門、心真如門；,https://books.masterhsingyun.org/ArticleDetail/artcle4049
rel_d9ee342fa367,ent_05e9c39da8a4,五戒,DoctrineTerm,concept_defined_as,概念定义为,ent_569e2b39b4fa,五大施,Concept,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,受持五戒，是以「止惡行善」的戒行，來達到自心的清淨，同時可以帶給社會無形的穩定力量，所以佛陀時常讚歎：「五戒」就是「五大施」。,https://books.masterhsingyun.org/ArticleDetail/artcle24113
rel_401da498fbdf,ent_05e9c39da8a4,五戒,DoctrineTerm,concept_defined_as,概念定义为,ent_a6b94c65c717,人間佛教,Concept,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,五戒就是人間佛教，乃至大乘法門的四攝、六度、八正道，都是人間佛教。,https://books.masterhsingyun.org/ArticleDetail/artcle19345
rel_1c9fa71a162a,ent_05e9c39da8a4,五戒,DoctrineTerm,concept_defined_as,概念定义为,ent_e148ca0687f4,佛法,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,你能可以受三皈五戒，三皈五戒就是佛法。,https://books.masterhsingyun.org/ArticleDetail/artcle9331
rel_c5df7c269277,ent_05e9c39da8a4,五戒,DoctrineTerm,concept_defined_as,概念定义为,ent_fd85beeca7fa,平等,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,三皈五戒就是實行自由平等的最高精神，皈依主要是皈依自己的真如佛性，皈依自己的自性三寶。,https://books.masterhsingyun.org/ArticleDetail/artcle15315
rel_fb8b43ca7375,ent_05e9c39da8a4,五戒,DoctrineTerm,concept_is_foundation_of,概念构成另一概念或实践的基础,ent_c84e07b0932e,成佛,Concept,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,五戒，是做人的根本，是成佛的基礎。,https://books.masterhsingyun.org/ArticleDetail/artcle15122
rel_802da2d3737c,ent_b1a59001dcec,五燈會元,Classic,classic_states_or_mentions_doctrine,经典陈述或提及教义,ent_5852f78accda,拈花微笑,Concept,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,這是《五燈會元》裡載錄的一則著名公案─拈花微笑，說明禪宗衣缽傳承，是根源自靈山會上佛陀傳法給摩訶迦葉。⟂S⟂之後歷經各時代的傳承，至二十八祖菩提達摩東來，播下禪的種子，為東土禪宗初祖。⟂S⟂此後五傳至弘忍，其下六祖惠能，南宗巍然卓立，波瀾壯闊，大放異彩，開演為五家七宗，應驗了達摩祖師「一花開五葉，結果自然成」的預言，也奠定了隋唐禪學的黃金時代。,https://books.masterhsingyun.org/ArticleDetail/artcle43
rel_e082acdfe5dd,ent_690b8c155da4,五蘊,DoctrineTerm,concept_has_quality,概念具有属性,ent_c491291ea5a3,無我,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,他說：對於星雲法師而言，他從來就不曾懷疑過這顆佛牙的真實性，他說信仰的價值不是拿真假來衡量的，如果真的要追究起來，別人也可以質疑北京和斯里蘭卡那兩顆佛牙的真假，所以就這件事而言，他認為「講真假是無智」。⟂S⟂其實，這一切早在他的意料之中，只不過是透過迎佛牙把一些道理解釋清楚而已。⟂S⟂他說，從佛法的究竟道理講起來，佛陀說世間的一切都是假的，「國土危脆，四大苦空，五蘊無我」，色身本來就是假的。,https://books.masterhsingyun.org/ArticleDetail/artcle7202
rel_d71179af748d,ent_e0b734c12d0d,人我,DoctrineTerm,concept_is_foundation_of,概念构成另一概念或实践的基础,ent_3f2cfc0ad314,煩惱,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,他跟佛陀懺悔說：「我現在知道了，五欲、人我是煩惱的根源，唯有清淨的修道才能解脫、昇華、自在。,https://books.masterhsingyun.org/ArticleDetail/artcle9900
rel_4022a0946649,ent_20b55f8f96b8,人間,PlaceRealm,concept_named_as,概念命名为,ent_1d438a7bb6bb,五趣雜居地,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,這麼複雜的一個人間，在佛教裡叫做「五趣雜居地」，也就是天、人、地獄、餓鬼、畜生共處的世間。,https://books.masterhsingyun.org/ArticleDetail/artcle16299
rel_23ded6d36b3e,ent_a6b94c65c717,人間佛教,Concept,concept_contextualizes_practice,概念在特定语境中解释实践,ent_0b2e6e9daabf,禪,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,人間佛教認為，禪就是淨心，就是當下肯定自己，完成自己，所以真正的禪者要能不受權勢、名位、情緒、生死所轉。所謂「人能轉境，不隨境轉」，所以參禪需要有生活的歷練、體驗與智慧。要能「百花叢裡過，片葉不沾身」，也就是「處處無蹤跡，聲色外威儀」；凡事「提得起，放得下」，對於人情世故「來的讓他來，去的讓他去」，一切都「不管他，隨他去」，就如「竹影掃階塵不動，雁過寒潭水無痕」。如此「不隨境轉」之外，繼而「提起忍的力量」，如〈老拙歌〉所說：「有人罵老拙，老拙只說好，有人打老拙，老拙自睡倒。涕唾在面上，隨他自乾了，我也省氣力，他也無煩惱。」如此生活，就是「般若的人生」。,https://books.masterhsingyun.org/ArticleDetail/artcle423
rel_ed82778108fc,ent_a6b94c65c717,人間佛教,Concept,concept_defined_as,概念定义为,ent_b35b69fd5ff9,眾生,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,什麼是人間佛教？ ⟂S⟂ 就是要提倡為眾生服務。,https://books.masterhsingyun.org/ArticleDetail/artcle16295
rel_c781ab743182,ent_a6b94c65c717,人間佛教,Concept,concept_defined_as,概念定义为,ent_b9466da1d262,佛教,DoctrineTerm,directed,core_usable,stable_entity_graph,true,89,0,0,0,1,single_article,人間佛教不是某一個人的，人間佛教就是佛教。,https://books.masterhsingyun.org/ArticleDetail/artcle73
rel_9398af44ebfe,ent_a6b94c65c717,人間佛教,Concept,concept_defined_as,概念定义为,ent_e148ca0687f4,佛法,DoctrineTerm,directed,core_usable,stable_entity_graph,true,3,0,0,0,1,single_article,大師說：「人間佛教」就是佛法。,https://books.masterhsingyun.org/ArticleDetail/artcle15245
rel_5d4e2e0780ae,ent_a6b94c65c717,人間佛教,Concept,concept_defined_as,概念定义为,ent_c8c9299b5e43,佛說,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,關於此事高教授本人也說過，「我親自聽過他的答覆：『人間佛教就是佛說的，人要的，淨化的，善美的。,https://books.masterhsingyun.org/ArticleDetail/artcle24707
rel_a0e4202b39a0,ent_a6b94c65c717,人間佛教,Concept,concept_defined_as,概念定义为,ent_3d760ca3cddb,佛陀本懷,Concept,directed,core_usable,stable_entity_graph,true,5,1,1,1,2,single_article,人間佛教就是佛陀本懷，是每一個人生命的淨化、昇華，凡能圓滿涅槃之道的教示，都是人間佛教。,https://books.masterhsingyun.org/ArticleDetail/artcle24162
rel_23686b148acc,ent_a6b94c65c717,人間佛教,Concept,concept_defined_as,概念定义为,ent_dba837a7bf5d,共法,DoctrineTerm,directed,core_usable,stable_entity_graph,true,3,0,0,0,1,single_article,「什麼是人間佛教？」 ⟂S⟂ 也就是說，五乘共法是人間佛教，五戒十善是人間佛教，四無量心是人間佛教，六度四攝是人間佛教，因緣果報是人間佛教，禪淨中道是人間佛教。,https://books.masterhsingyun.org/ArticleDetail/artcle15007
rel_03d047512e22,ent_a6b94c65c717,人間佛教,Concept,concept_defined_as,概念定义为,ent_196bec24579d,發菩提心,PracticeActivity,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,所以要發心，發慈悲心、發菩提心，人間佛教就是發菩提心，超越人我對待，超越時空限制，超越生死束縛，所謂超脫、解脫、自在。,https://books.masterhsingyun.org/ArticleDetail/artcle10902
rel_43ff3a4cf32b,ent_a6b94c65c717,人間佛教,Concept,concept_defined_as,概念定义为,ent_a7cfd930b34d,圓滿,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,4.佛教就是圓融：人間佛教即是圓滿，以各種方便達到圓滿境界、以「禪」到達圓滿目標。,https://books.masterhsingyun.org/ArticleDetail/artcle15324
rel_201519ff7492,ent_a6b94c65c717,人間佛教,Concept,concept_defined_as,概念定义为,ent_7b593d6cedd8,教化,PracticeActivity,directed,core_usable,stable_entity_graph,true,6,0,0,0,1,single_article,因此說，人間佛教就是佛陀本有的教化，「人間佛教」追根究柢，它確確實實是溯源自佛陀的教法。,https://books.masterhsingyun.org/ArticleDetail/artcle73
rel_e4bfeb06ca39,ent_a6b94c65c717,人間佛教,Concept,concept_defined_as,概念定义为,ent_2a947d66f56d,教育,Concept,directed,core_usable,stable_entity_graph,true,2,0,0,0,1,single_article,基本上，不要把人間佛教當成是過去六祖大師、太虛大師、印順法師的，也不是我創立的，甚至，不一定說釋迦牟尼佛的教法是人間佛教，人間佛教就是做人的基本教育。,https://books.masterhsingyun.org/ArticleDetail/artcle11053
rel_f6ae10ce1620,ent_a6b94c65c717,人間佛教,Concept,concept_defined_as,概念定义为,ent_8c02f36de671,菩提心,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,人間佛教就是菩提心，沒有菩提心就不懂得人間佛教；,https://books.masterhsingyun.org/ArticleDetail/artcle18323
rel_7bd0d06ee848,ent_a6b94c65c717,人間佛教,Concept,concept_defined_as,概念定义为,ent_7f440e9c5bcf,菩薩道,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,你們如果能擁有其中一點，那麼人間佛教就是實用的佛教，人間佛教就是菩薩道，希望大家 發菩提心，向好、向善、向美，圓滿做人處事。,https://books.masterhsingyun.org/ArticleDetail/artcle10991
rel_bec018bdfe68,ent_a6b94c65c717,人間佛教,Concept,concept_defined_as,概念定义为,ent_455e42c81308,一代時教,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,人間佛教就是佛陀的一代時教，是佛陀為人說法的宗教。,https://books.masterhsingyun.org/ArticleDetail/artcle24173
rel_273039934cc5,ent_a6b94c65c717,人間佛教,Concept,concept_equivalent_to,概念等同或同义,ent_b9466da1d262,佛教,DoctrineTerm,symmetric,core_usable,stable_entity_graph,true,2,1,1,1,2,single_article,佛陀為大眾排憂解難，說法四十九年，談經三百餘會，皆為社會大眾示教利喜。⟂S⟂由此可見，佛教本質上是為人間服務的教化，旨在增加人間的幸福與安樂，彰顯「降誕世間、示教利喜」的本懷，佛陀所說的一切法都是人間佛教，人間佛教也就是佛教的全部」。,https://books.masterhsingyun.org/ArticleDetail/artcle24091
rel_44841f3a55eb,ent_a6b94c65c717,人間佛教,Concept,concept_has_practice_goal,概念以某对象为实践目标,ent_f928e10be115,人間淨土,PlaceRealm,directed,core_usable,stable_entity_graph,true,6,5,5,4,6,multi_article,佛教具有「以悲智雙運為中心提升主體生命」的特徵*9，所以佛教的最終落腳點一定是在終極解脫上，人間佛教亦不例外。人間佛教的實踐目標，就是要實現人間淨土。太虛在〈建設人間淨土論〉*10等論中，詳細闡述了人間淨土思想。脫離人間痛苦有兩種方法，一是離開人間，求生天國或他方淨土，一是就人間現有的環境加以改造，使之美滿、完善，成為人間淨土。建設人間淨土，首先須進行知識上的革命，革去成見，打破錯誤思想，認識到人間淨土是創造出來的。具體建設，可依兩種方法進行，一是世俗的方法，一是佛教的方法，前者是包括實業建設、教育建設、藝術建設在內的各種社會建設，後者是仗三寶之力，行十善之法，教化群眾，改造民風的佛化建設。相比而言，佛教的方法更為根本，更為徹底而有效。世間的各種建設手段，成績畢竟有限，只有佛法才能將宇宙人生貫通為一，從而徹底地轉化世間，實現真正的人間淨土。,https://books.masterhsingyun.org/ArticleDetail/artcle17779
rel_55c9df3515fe,ent_a6b94c65c717,人間佛教,Concept,concept_has_quality,概念具有属性,ent_cf26f7ad8f86,慈悲,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,人間佛教是正命、是慈悲的。,https://books.masterhsingyun.org/ArticleDetail/artcle10961
rel_ea558eff7513,ent_a6b94c65c717,人間佛教,Concept,concept_has_subconcept,概念包含下位概念,ent_b35b69fd5ff9,眾生,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,所以我們倡導的「人間佛教」，從生命上講，包含一切眾生；,https://books.masterhsingyun.org/ArticleDetail/artcle15334
rel_d000ce0c5eea,ent_a6b94c65c717,人間佛教,Concept,concept_has_subconcept,概念包含下位概念,ent_08e104b31a59,優婆夷,Concept,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,我覺得要講人間佛教的推動，您也是做了非常多的貢獻和工作，跟我們一起來推動。 ⟂S⟂ 其實人間佛教的人間性，就表明它不僅僅是出家人在推動，所有的四眾弟子，包括優婆夷、優婆塞，都要一起去推動。,https://books.masterhsingyun.org/ArticleDetail/artcle24728
rel_15dbf1c6592c,ent_a6b94c65c717,人間佛教,Concept,concept_has_subconcept,概念包含下位概念,ent_b9466da1d262,佛教,DoctrineTerm,directed,core_usable,stable_entity_graph,true,2,0,0,0,1,single_article,人間佛教包括所有佛教，大乘小乘是人間佛教，漢傳南傳是人間佛教；,https://books.masterhsingyun.org/ArticleDetail/artcle16239
rel_da3bdee35dc7,ent_a6b94c65c717,人間佛教,Concept,concept_has_subconcept,概念包含下位概念,ent_e148ca0687f4,佛法,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,人間佛教包括一切佛法以及其在當今社會的實踐。,https://books.masterhsingyun.org/ArticleDetail/artcle17804
rel_ea4e151354c2,ent_a6b94c65c717,人間佛教,Concept,concept_has_subconcept,概念包含下位概念,ent_952a13f4dc9a,四弘誓願,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,「四無量心」慈悲喜捨，其意義就像佛光山的工作信條──給人信心、給人歡喜、給人希望、給人方便。⟂S⟂甚至四弘誓願也是人間佛教。⟂S⟂小乘講「苦集滅道」，大乘講「四弘誓願」，因為苦，所以「眾生無邊誓願度」；⟂S⟂因為集，所以「煩惱無盡誓願斷」；⟂S⟂因為要修道，所以「法門無量誓願學」；⟂S⟂因為要證果，所以「佛道無上誓願成」。⟂S⟂每個人都有不生不滅的真如佛性，所以古今皆通，大小乘相通。,https://books.masterhsingyun.org/ArticleDetail/artcle10866
rel_945dd6d70733,ent_a6b94c65c717,人間佛教,Concept,concept_has_subconcept,概念包含下位概念,ent_93dede9d7998,大眾化,Concept,directed,core_usable,stable_entity_graph,true,3,0,0,0,1,single_article,人間佛教實際上包含社會化、生活化、現代化、大眾化和人情化，人間佛教的性格是一切普化，兼容並蓄的。,https://books.masterhsingyun.org/ArticleDetail/artcle674
rel_765da6f90077,ent_a6b94c65c717,人間佛教,Concept,concept_has_subconcept,概念包含下位概念,ent_2a947d66f56d,教育,Concept,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,佛光山四大宗旨：「以文化弘揚佛法，以教育培養人才，以慈善福利社會，以共修淨化人心」。⟂S⟂其中文化、教育更是佛光山推動「人間佛教」理念的重要內涵。,https://books.masterhsingyun.org/ArticleDetail/artcle17795
rel_201f1efe5a62,ent_a6b94c65c717,人間佛教,Concept,concept_has_subconcept,概念包含下位概念,ent_c175f86b8e66,生死,DoctrineTerm,directed,core_usable,stable_entity_graph,true,5,0,0,0,1,single_article,我曾經說過：「人間佛教包括生命、生死、生活；,https://books.masterhsingyun.org/ArticleDetail/artcle9303
rel_7ed302c264f1,ent_a6b94c65c717,人間佛教,Concept,concept_in_tension_with,概念之间存在义理张力,ent_809a27b54503,慈善,Concept,symmetric,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,由於佛光山長久以來，積極以教育、文化弘揚佛法，不但把佛教推展到世界五大洲，落實人間佛教，尤其對國家社會，乃至對世界和平的促進，均發生全面性的影響與貢獻，此與一般只著重推展慈善事業的團體，形成強烈而明顯的分野，這也是大師不同於一般人的願心所在。,https://books.masterhsingyun.org/ArticleDetail/artcle15686
rel_55d8ae9576d8,ent_a6b94c65c717,人間佛教,Concept,doctrinal_entails,义理论证推出,ent_29f545fdc778,無爭,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,有出世思想才能做入世事業……人間佛教是人間性、活躍性、生活性，故佛的戒法也是人間的，如四聖諦、五戒、六度、十善……奉行人間佛教，世界自然無爭、祥和、美滿。,https://books.masterhsingyun.org/ArticleDetail/artcle8175
rel_9263b4aa53af,ent_a6b94c65c717,人間佛教,Concept,doctrine_advocates_value,教义倡导价值,ent_e7ba1be4785d,安樂,Concept,directed,core_usable,stable_entity_graph,true,2,2,2,2,2,multi_article,所謂「樹有根，人有本」，台灣佛教與大陸佛教有著密不可分的關係，因此對於人間佛教在大陸的弘傳，我都樂作不請之友。⟂S⟂去年四月，無錫市邀我在無錫人民大會堂講說「認識自己」後，徐州也邀我講述「幸福安樂之道」；⟂S⟂我想，人間佛教提倡幸福安樂，從認識自己開始，就會有前途、有未來。⟂S⟂（《百年佛緣・二○一三年新春告白》）,https://books.masterhsingyun.org/ArticleDetail/artcle15331
